L4 country,L5 province,L6 district,Abbreviation,Notes,ISOcode,Swedish county,Swedish municipality,Decimal latitude,Decimal longitude,Notes,Category
Sweden,Jämtland,Ström,,,SE,Jämtlands län,Strömsund,63.8518426295729,15.5595203676099,,L6 district
Sweden,Jämtland,Stugun,,,SE,Jämtlands län,Ragunda,63.1673307637543,15.6192800321425,,L6 district
Sweden,Jämtland,Sundsjö,,,SE,Jämtlands län,Bräcke,62.9738081299425,15.1672373389609,,L6 district
Sweden,Jämtland,Sunne,,,SE,Jämtlands län,Östersund,63.1256310413758,14.4314142459139,,L6 district
Sweden,Jämtland,Undersåker,,,SE,Jämtlands län,Åre,63.3285442298037,13.3890667235724,,L6 district
Sweden,Jämtland,Åre,,,SE,Jämtlands län,Åre,63.3938966972322,12.9315163866294,,L6 district
Sweden,Jämtland,Ås,,,SE,Jämtlands län,Krokom,63.2501524496791,14.5656977312319,,L6 district
Sweden,Jämtland,Åsarne,,,SE,Jämtlands län,Berg,62.6398298639009,14.3691697903046,,L6 district
Sweden,Jämtland,Östersund,,,SE,Jämtlands län,Östersund,63.1796492640692,14.6423463143761,,L6 district
Sweden,Lappland,,Lpl,,SE,,,,,,L5 province
Sweden,Lule lappmark,,LL,,SE,,,,,,L5 province
Sweden,Lule lappmark,Gällivare,,,SE,Norrbottens län,Gällivare,67.1338306325555,20.663796501312,,L6 district
Sweden,Lule lappmark,Hakkas,,,SE,Norrbottens län,Gällivare,66.9162714426783,21.5722536025076,,L6 district
Sweden,Lule lappmark,Jokkmokk,,,SE,Norrbottens län,Jokkmokk,66.6064494752174,19.8458853523269,,L6 district
Sweden,Lule lappmark,Malmberget,,,SE,Norrbottens län,Gällivare,67.1742453076266,20.6536309643427,,L6 district
Sweden,Lule lappmark,Nilivaara,,,SE,Norrbottens län,Gällivare,67.2250551846039,21.6071543516597,,L6 district
Sweden,Lule lappmark,Porjus,,,SE,Norrbottens län,Jokkmokk,66.9560352617589,19.8083398342367,,L6 district
Sweden,Lule lappmark,Vuollerim,,,SE,Norrbottens län,Jokkmokk,66.4325987752895,20.6175000254585,,L6 district
Sweden,Lycksele lappmark,,LyL,,SE,,,,,,L5 province
Sweden,Lycksele lappmark,Björksele,,,SE,Västerbottens län,Lycksele,64.9918690455345,18.5183409207253,,L6 district
Sweden,Lycksele lappmark,Gargnäs,,,SE,Västerbottens län,Sorsele,65.3132798616349,17.9662569043842,,L6 district
Sweden,Lycksele lappmark,Lycksele,,,SE,Västerbottens län,Lycksele,64.5995589723262,18.6792841671066,,L6 district
Sweden,Lycksele lappmark,Malå,,,SE,Västerbottens län,Malå,65.185114584086,18.744789788814,,L6 district
Sweden,Lycksele lappmark,Sorsele,,,SE,Västerbottens län,Sorsele,65.5430987979292,17.5186431884027,,L6 district
Sweden,Lycksele lappmark,Stensele,,,SE,Västerbottens län,Storuman,65.0666223603646,17.1677875962352,,L6 district
Sweden,Lycksele lappmark,Tärna,,,SE,Västerbottens län,Storuman,65.711540392795,15.2656607795605,,L6 district
Sweden,Lycksele lappmark,Örträsk,,,SE,Västerbottens län,Lycksele,64.1347864773899,18.9855539659129,,L6 district
Sweden,Medelpad,,Mpd,,SE,,,,,,L5 province
Sweden,Medelpad,Alnö,,,SE,Västernorrlands län,Sundsvall,62.4490271129882,17.4107123951929,,L6 district
Sweden,Medelpad,Attmar,,,SE,Västernorrlands län,Sundsvall,62.3135196493301,17.0584743130521,,L6 district
Sweden,Medelpad,Borgsjö,,,SE,Västernorrlands län,Ånge,62.5409454095871,15.9102589684949,,L6 district
Sweden,Medelpad,Haverö,,,SE,Västernorrlands län,Ånge,62.383633989368,15.0804742962003,,L6 district
Sweden,Medelpad,Holm,,,SE,Västernorrlands län,Sundsvall,62.6583620750773,16.6341405047492,,L6 district
Sweden,Medelpad,Hässjö,,,SE,Västernorrlands län,Timrå,62.5529735691108,17.5262032106751,,L6 district
Sweden,Medelpad,Indal,,,SE,Västernorrlands län,Sundsvall,62.5758508241477,17.1018565610985,,L6 district
Sweden,Medelpad,Liden,,,SE,Västernorrlands län,Sundsvall,62.700416989198,16.8049259419514,,L6 district
Sweden,Medelpad,Ljustorp,,,SE,Västernorrlands län,Timrå,62.6261490383284,17.3366583398277,,L6 district
Sweden,Medelpad,Njurunda,,,SE,Västernorrlands län,Sundsvall,62.257962777071,17.3777779261604,,L6 district
Sweden,Medelpad,Selånger,,,SE,Västernorrlands län,Sundsvall,62.409190741273,17.2103535206275,,L6 district
Sweden,Medelpad,Skön,,,SE,Västernorrlands län,Sundsvall,62.4488826402942,17.3559458681769,,L6 district
Sweden,Medelpad,Stöde,,,SE,Västernorrlands län,Sundsvall,62.4165616537326,16.583926969251,,L6 district
Sweden,Medelpad,Sundsvall,,Gustav Adolf + Skönsmon,SE,Västernorrlands län,Sundsvall,62.3921529785851,17.303005592776,Gustav Adolf + Skönsmon,L6 district
Sweden,Medelpad,Sättna,,,SE,Västernorrlands län,Sundsvall,62.4685013073886,17.1534558594642,,L6 district
Sweden,Medelpad,Timrå,,,SE,Västernorrlands län,Timrå,62.4769554556657,17.319269133383,,L6 district
Sweden,Medelpad,Torp,,,SE,Västernorrlands län,Ånge,62.4947795530052,16.1758373613025,,L6 district
Sweden,Medelpad,Tuna,,,SE,Västernorrlands län,Sundsvall,62.3284276297055,17.068337374796,,L6 district
Sweden,Medelpad,Tynderö,,,SE,Västernorrlands län,Timrå,62.4486746313166,17.616461880132,,L6 district
Sweden,Norrbotten,,Nb,,SE,,,,,,L5 province
Sweden,Norrbotten,Edefors,,,SE,Norrbottens län,Boden,66.0911791118471,20.9542345001801,,L6 district
Sweden,Norrbotten,Gunnarsbyn,,,SE,Norrbottens län,Boden,66.0905054129569,21.8107111718393,,L6 district
Sweden,Norrbotten,Hietaniemi,,,SE,Norrbottens län,Övertorneå,66.216091884738,23.7140999143346,,L6 district
Sweden,Norrbotten,Hortlax,,,SE,Norrbottens län,Piteå,65.2851394898744,21.4067896942372,,L6 district
Sweden,Norrbotten,Junosuando,,,SE,Norrbottens län,Pajala,67.4287106108459,22.5097839985646,,L6 district
Sweden,Norrbotten,Karl Gustav,,,SE,Norrbottens län,Haparanda,66.04692503919,23.9727690853736,,L6 district
Sweden,Norrbotten,Korpilombolo,,,SE,Norrbottens län,Pajala,66.8535685512501,23.0554560819294,,L6 district
Sweden,Norrbotten,Luleå,,Luleå domyrkofg,SE,Norrbottens län,Luleå,65.5838918571986,22.1530269373619,Luleå domyrkofg,L6 district
Sweden,Norrbotten,Muonionalusta,,,SE,Norrbottens län,Pajala,67.94690444905,23.4386672341627,,L6 district
Sweden,Norrbotten,Nederkalix,,,SE,Norrbottens län,Kalix,65.8553148527474,23.1374843188323,,L6 district
Sweden,Norrbotten,Nederluleå,,,SE,Norrbottens län,Luleå,65.6469860221252,22.0326257668101,,L6 district
Sweden,Norrbotten,Nedertorneå-Haparanda,,,SE,Norrbottens län,Haparanda,65.8342839348328,24.1269684138706,,L6 district
Sweden,Norrbotten,Norrfjärden,,,SE,Norrbottens län,Piteå,65.4234232214722,21.4956783294861,,L6 district
Sweden,Norrbotten,Pajala,,,SE,Norrbottens län,Pajala,67.2105316129258,23.3902524523397,,L6 district
Sweden,Norrbotten,Piteå,,Piteå stadsfg + Piteå landsfg,SE,Norrbottens län,Piteå,65.3195319874492,21.488054261027,Piteå stadsfg + Piteå landsfg,L6 district
Sweden,Norrbotten,Råneå,,,SE,Norrbottens län,Luleå,65.8578046126966,22.2908530909274,,L6 district
Sweden,Norrbotten,Svanstein,,,SE,Norrbottens län,Övertorneå,66.6553319361433,23.8610490843037,,L6 district
Sweden,Norrbotten,Tärendö,,,SE,Norrbottens län,Pajala,67.1581054719154,22.6407666510275,,L6 district
Sweden,Norrbotten,Töre,,,SE,Norrbottens län,Kalix,65.9163777680956,22.6588472224174,,L6 district
Sweden,Norrbotten,Älvsby,,,SE,Norrbottens län,Älvsbyn,65.6724690124512,21.0221693405298,,L6 district
Sweden,Norrbotten,Örnäset,,,SE,Norrbottens län,Luleå,65.5817168312636,22.2068545069779,,L6 district
Sweden,Norrbotten,Överkalix,,,SE,Norrbottens län,Överkalix,66.3283101147565,22.847724287261,,L6 district
Sweden,Norrbotten,Överluleå,,här ligger Boden,SE,Norrbottens län,Boden,65.8310498197913,21.6912298865281,här ligger Boden,L6 district
Sweden,Norrbotten,Övertorneå,,,SE,Norrbottens län,Övertorneå,66.3922974013546,23.6621566064915,,L6 district
Sweden,Närke,,Nrk,,SE,,,,,,L5 province
Sweden,Närke,Almby,,,SE,Örebro län,Örebro,59.2578992507275,15.2474882647101,,L6 district
Sweden,Närke,Asker,,,SE,Örebro län,Örebro,59.1521396997658,15.4714915444031,,L6 district
Sweden,Närke,Askersund,,,SE,Örebro län,Askersund,58.8818208208342,14.9051997217607,,L6 district
Sweden,Närke,Axberg,,,SE,Örebro län,Örebro,59.3622342532244,15.2176473301517,,L6 district
Sweden,Närke,Bo,,,SE,Örebro län,Hallsberg,58.897254901624,15.4403506791275,,L6 district
Sweden,Närke,Edsberg,,,SE,Örebro län,Lekeberg,59.1381628685216,14.8763045240734,,L6 district
Sweden,Närke,Ekeby,,,SE,Örebro län,Kumla,59.1668150820292,15.2747017685107,,L6 district
Sweden,Närke,Glanshammar,,,SE,Örebro län,Örebro,59.3196742769134,15.4046729286814,,L6 district
Sweden,Närke,Gräve,,,SE,Örebro län,Örebro,59.2812106807037,15.0686048558989,,L6 district
Sweden,Närke,Gällersta,,,SE,Örebro län,Örebro,59.1850815563123,15.2586888443755,,L6 district
Sweden,Närke,Götlunda,,,SE,Västmanlands län,Arboga,59.3565666959896,15.6693539773185,,L6 district
Sweden,Närke,Hackvad,,,SE,Örebro län,Lekeberg,59.1113912347784,14.9162428843512,,L6 district
Sweden,Närke,Hallsberg,,,SE,Örebro län,Hallsberg,59.0746542990674,15.1729976482983,,L6 district
Sweden,Närke,Hammar,,,SE,Örebro län,Askersund,58.8200394918437,14.9638830585816,,L6 district
Sweden,Närke,Hardemo,,,SE,Örebro län,Kumla,59.1060117066695,15.0083207886735,,L6 district
Sweden,Närke,Hidinge,,,SE,Örebro län,Lekeberg,59.2347307098592,14.8807678084248,,L6 district
Sweden,Närke,Hovsta,,,SE,Örebro län,Örebro,59.3218883550171,15.2298001108637,,L6 district
Sweden,Närke,Kil,,,SE,Örebro län,Örebro,59.3719148007212,15.0844693204419,,L6 district
Sweden,Närke,Knista,,,SE,Örebro län,Lekeberg,59.1963322952243,14.9014282925852,,L6 district
Sweden,Närke,Kräcklinge,,,SE,Örebro län,Lekeberg,59.1730208951888,14.9845094968258,,L6 district
Sweden,Närke,Kumla,,,SE,Örebro län,Kumla,59.1216153801287,15.1576691924214,,L6 district
Sweden,Närke,Kvistbro,,,SE,Örebro län,Lekeberg,59.1607260743413,14.8204426339492,,L6 district
Sweden,Närke,Lerbäck,,,SE,Örebro län,Askersund,58.9576701780517,15.0626136198852,,L6 district
Sweden,Närke,Lillkyrka-Ödeby,,fd Lillkyrka + fd Ödeby,SE,Örebro län,Örebro,59.3257650354127,15.4795429042949,fd Lillkyrka + fd Ödeby,L6 district
Sweden,Närke,Längbro,,,SE,Örebro län,Örebro,59.2792289189198,15.1546475051307,,L6 district
Sweden,Närke,Lännäs,,,SE,Örebro län,Örebro,59.1476666904719,15.5825424674649,,L6 district
Sweden,Närke,Mosjö,,,SE,Örebro län,Örebro,59.1898149246064,15.1543610515424,,L6 district
Sweden,Närke,Norrbyås,,,SE,Örebro län,Örebro,59.1953641055883,15.3924197179267,,L6 district
Sweden,Närke,Nysund,,en del (inkl kyrkan) ligger i Värmland; landskapsgränsen = Letälven,SE,Örebro län,Degerfors,,,en del (inkl kyrkan) ligger i Värmland; landskapsgränsen = Letälven,L6 district
Sweden,Närke,Ramundeboda,,,SE,Örebro län,Laxå,58.9871844535739,14.6183173174358,,L6 district
Sweden,Närke,Rinkaby,,,SE,Örebro län,Örebro,59.3147466838446,15.3405784100917,,L6 district
Sweden,Närke,Skagershult,,,SE,Örebro län,Laxå,59.0900898291967,14.6568406107083,,L6 district
Sweden,Närke,Sköllersta,,,SE,Örebro län,Hallsberg,59.1400304736988,15.3516468986724,,L6 district
Sweden,Närke,Snavlunda,,,SE,Örebro län,Askersund,58.9639007536196,14.9020981708308,,L6 district
Sweden,Närke,Stora Mellösa,,,SE,Örebro län,Örebro,59.21285225108,15.5059122996888,,L6 district
Sweden,Närke,Svennevad,,,SE,Örebro län,Hallsberg,59.0197623473634,15.3814998648469,,L6 district
Sweden,Närke,Tysslinge,,,SE,Örebro län,Örebro,59.2867508361648,15.0227200469341,,L6 district
Sweden,Närke,Täby,,,SE,Örebro län,Örebro,59.1990172662001,15.0704350360112,,L6 district
Sweden,Närke,Tångeråsa,,,SE,Örebro län,Lekeberg,59.1104299369826,14.8101058967152,,L6 district
Sweden,Närke,Viby,,,SE,Örebro län,Hallsberg,59.0608140923079,14.8739903240811,,L6 district
Sweden,Närke,Vintrosa,,,SE,Örebro län,Örebro,59.2381087864825,14.9937696478513,,L6 district
Sweden,Närke,Örebro,,Mikael + Nicolai + Olaus Petri,SE,Örebro län,Örebro,59.2727257305249,15.213953163805,Mikael + Nicolai + Olaus Petri,L6 district
Sweden,Pite lappmark,,PL,,SE,,,,,,L5 province
Sweden,Pite lappmark,Arjeplog,,,SE,Norrbottens län,Arjeplog,66.0532506269023,17.8884484633701,,L6 district
Sweden,Pite lappmark,Arvidsjaur,,,SE,Norrbottens län,Arvidsjaur,65.5965050079654,19.1708251889921,,L6 district
Sweden,Skåne,,Sk,,SE,,,,,,L5 province
Sweden,Skåne,Allerum,,,SE,Skåne län,Helsingborg,56.1091100505924,12.6941730950132,,L6 district
Sweden,Skåne,Alstad,,fd Fru Alstad + fd Lilla Slågarp + fd Stora Slågarp + fd Västra Alstad,SE,Skåne län,Trelleborg,55.4471654037967,13.2060309506765,fd Fru Alstad + fd Lilla Slågarp + fd Stora Slågarp + fd Västra Alstad,L6 district
Sweden,Skåne,Anderslöv,,,SE,Skåne län,Trelleborg,55.4379610670454,13.3181516975107,,L6 district
Sweden,Skåne,Andrarum,,,SE,Skåne län,Tomelilla,55.7077691707247,13.9659385839624,,L6 district
Sweden,Skåne,Annelöv,,,SE,Skåne län,Landskrona,55.8362017126433,13.0243682041081,,L6 district
Sweden,Skåne,Arrie,,,SE,Skåne län,Vellinge,55.5151965403827,13.0871590786673,,L6 district
Sweden,Skåne,Ask,,,SE,Skåne län,Svalöv,55.9643075077616,13.2512604882936,,L6 district
Sweden,Skåne,Asmundtorp,,,SE,Skåne län,Landskrona,55.8866600832449,12.9490879146806,,L6 district
Sweden,Skåne,Ausås,,,SE,Skåne län,Ängelholm,56.1672480859432,12.8899402158528,,L6 district
Sweden,Skåne,Baldringe,,,SE,Skåne län,Ystad,55.5300164700852,13.8427783713979,,L6 district
Sweden,Skåne,Balkåkra,,,SE,Skåne län,Ystad,55.4562456265118,13.7136624136626,,L6 district
Sweden,Skåne,Bara,,,SE,Skåne län,Svedala,55.5908850663836,13.2039019786296,,L6 district
Sweden,Skåne,Barkåkra,,,SE,Skåne län,Ängelholm,56.2956133644397,12.837524042094,,L6 district
Sweden,Skåne,Barsebäck,,,SE,Skåne län,Kävlinge,55.7710140512163,12.9593509337751,,L6 district
Sweden,Skåne,Benestad,,,SE,Skåne län,Tomelilla,55.524830248754,13.9092913776832,,L6 district
Sweden,Skåne,Billeberga,,,SE,Skåne län,Svalöv,55.8814825508667,13.0021167415918,,L6 district
Sweden,Skåne,Billinge,,,SE,Skåne län,Eslöv,55.9595636430977,13.3371443029051,,L6 district
Sweden,Skåne,Bjuv,,,SE,Skåne län,Bjuv,56.0771547915043,12.9292344647784,,L6 district
Sweden,Skåne,Bjällerup,,,SE,Skåne län,Staffanstorp,55.6611337866476,13.2626796715515,,L6 district
Sweden,Skåne,Bjäresjö,,,SE,Skåne län,Ystad,55.4623342782085,13.7526699115107,,L6 district
Sweden,Skåne,Bjärshög,,,SE,Skåne län,Svedala,55.5936784008381,13.1573145374219,,L6 district
Sweden,Skåne,Björka,,,SE,Skåne län,Sjöbo,55.6568215147917,13.6376256057231,,L6 district
Sweden,Skåne,Björnekulla,,,SE,Skåne län,Åstorp,56.1351046470535,12.9639444252134,,L6 district
Sweden,Skåne,Blentarp,,,SE,Skåne län,Sjöbo,55.5819404173768,13.6095276123553,,L6 district
Sweden,Skåne,Bodarp,,,SE,Skåne län,Trelleborg,55.4363605573052,13.0712814341727,,L6 district
Sweden,Skåne,Bollerup,,,SE,Skåne län,Tomelilla,55.4925641048866,14.0499520289906,,L6 district
Sweden,Skåne,Bolshög,,,SE,Skåne län,Simrishamn,55.5126611798416,14.241778063615,,L6 district
Sweden,Skåne,Bonderup,,,SE,Skåne län,Lund,55.6402879729625,13.3580720465193,,L6 district
Sweden,Skåne,Borgeby,,,SE,Skåne län,Lomma,55.7518937402246,13.043254983819,,L6 district
Sweden,Skåne,Borlunda-Skeglinge,,fd Borlunda + fd Skeglinge,SE,Skåne län,Eslöv,55.8008970931576,13.3252252659111,fd Borlunda + fd Skeglinge,L6 district
Sweden,Skåne,Borrby,,,SE,Skåne län,Simrishamn,55.4582067386311,14.180487135676,,L6 district
Sweden,Skåne,Borrie,,,SE,Skåne län,Ystad,55.491579417995,13.8591263807587,,L6 district
Sweden,Skåne,Bosarp,,,SE,Skåne län,Eslöv,55.8889803150424,13.3232463364097,,L6 district
Sweden,Skåne,Bosjökloster,,,SE,Skåne län,Höör,55.8776257489765,13.5208008862605,,L6 district
Sweden,Skåne,Brandstad,,,SE,Skåne län,Sjöbo,55.6823155726492,13.7222500247649,,L6 district
Sweden,Skåne,Bromma,,,SE,Skåne län,Ystad,55.4704719806073,13.803953654151,,L6 district
Sweden,Skåne,Brunnby,,,SE,Skåne län,Höganäs,56.2594571406364,12.5758109671489,,L6 district
Sweden,Skåne,Brönnestad,,,SE,Skåne län,Hässleholm,56.0801746615501,13.7008122168213,,L6 district
Sweden,Skåne,Brösarp,,,SE,Skåne län,Tomelilla,55.7242233458058,14.1075759818786,,L6 district
Sweden,Skåne,Bunkeflo,,,SE,Skåne län,Malmö,55.5559039879142,12.9667486643712,,L6 district
Sweden,Skåne,Burlöv,,,SE,Skåne län,Burlöv,55.636830063182,13.1156031498629,,L6 district
Sweden,Skåne,Bårslöv,,,SE,Skåne län,Helsingborg,56.005516795223,12.8176711733497,,L6 district
Sweden,Skåne,Båstad,,,SE,Skåne län,Båstad,56.43365324199,12.8378046386314,,L6 district
Sweden,Skåne,Börringe,,,SE,Skåne län,Svedala,55.5053073113863,13.3615581736244,,L6 district
Sweden,Skåne,Bösarp,,,SE,Skåne län,Trelleborg,55.4119836590545,13.2654170370367,,L6 district
Sweden,Skåne,Dagstorp,,,SE,Skåne län,Kävlinge,55.8270412017102,13.0666121011278,,L6 district
Sweden,Skåne,Dalby,,,SE,Skåne län,Lund,55.6644215335549,13.3467231927366,,L6 district
Sweden,Skåne,Dalköpinge,,,SE,Skåne län,Trelleborg,55.3792089174636,13.2208347751855,,L6 district
Sweden,Skåne,Degeberga,,,SE,Skåne län,Kristianstad,55.8388284853665,14.0948482273391,,L6 district
Sweden,Skåne,Djurröd,,,SE,Skåne län,Kristianstad,55.9965044089297,13.8897498487967,,L6 district
Sweden,Skåne,Ekeby,,,SE,Skåne län,Bjuv,56.0097926402431,12.9528579020257,,L6 district
Sweden,Skåne,Eljaröd,,,SE,Skåne län,Tomelilla,55.6971170580177,14.0401105453527,,L6 district
Sweden,Skåne,Emmislöv,,,SE,Skåne län,Östra Göinge,56.2234357585176,14.1110850236059,,L6 district
Sweden,Skåne,Esarp,,,SE,Skåne län,Staffanstorp,55.6190844254921,13.3282884306994,,L6 district
Sweden,Skåne,Eskilstorp,,,SE,Skåne län,Vellinge,55.4803689999406,13.0258520186903,,L6 district
Sweden,Skåne,Eslöv,,inkl fd Remmarlöv + fd Västra Sallerup,SE,Skåne län,Eslöv,55.8354341307247,13.3011005694439,inkl fd Remmarlöv + fd Västra Sallerup,L6 district
Sweden,Skåne,Everlöv,,,SE,Skåne län,Sjöbo,55.6087083343139,13.5925844328762,,L6 district
Sweden,Skåne,Everöd,,,SE,Skåne län,Kristianstad,55.9015632411517,14.0755159199888,,L6 district
Sweden,Skåne,Falsterbo,,,SE,Skåne län,Vellinge,55.3898128892642,12.8404645415254,,L6 district
Sweden,Skåne,Farhult,,,SE,Skåne län,Höganäs,56.214196576728,12.7145360655381,,L6 district
Sweden,Skåne,Farstorp,,,SE,Skåne län,Hässleholm,56.2773242081914,13.7993736649592,,L6 district
Sweden,Skåne,Felestad,,,SE,Skåne län,Svalöv,55.9068023475454,13.0973466121083,,L6 district
Sweden,Skåne,Finja,,,SE,Skåne län,Hässleholm,56.1586367963587,13.6861326137022,,L6 district
Sweden,Skåne,Fjelie,,,SE,Skåne län,Lomma,55.7274414712493,13.1074553626526,,L6 district
Sweden,Skåne,Fjälkestad,,,SE,Skåne län,Kristianstad,56.108074161333,14.1707795365783,,L6 district
Sweden,Skåne,Fjälkinge,,,SE,Skåne län,Kristianstad,56.0376043283879,14.2805765967428,,L6 district
Sweden,Skåne,Fjärestad,,,SE,Skåne län,Helsingborg,55.98588103317,12.8437327905194,,L6 district
Sweden,Skåne,Fleninge,,,SE,Skåne län,Helsingborg,56.1119331109251,12.7937502591978,,L6 district
Sweden,Skåne,Flädie,,,SE,Skåne län,Lomma,55.7258429161695,13.0725977178631,,L6 district
Sweden,Skåne,Frillestad,,,SE,Skåne län,Helsingborg,56.0173321150074,12.8432312964706,,L6 district
Sweden,Skåne,Fränninge,,,SE,Skåne län,Sjöbo,55.7212350850292,13.8073465007264,,L6 district
Sweden,Skåne,Fuglie,,,SE,Skåne län,Trelleborg,55.4475344814999,13.0867296847881,,L6 district
Sweden,Skåne,Fulltofta,,,SE,Skåne län,Hörby,55.8774460644404,13.6211236071817,,L6 district
Sweden,Skåne,Färingtofta,,,SE,Skåne län,Klippan,56.0460279937219,13.3790407399473,,L6 district
Sweden,Skåne,Färlöv,,,SE,Skåne län,Kristianstad,56.0742356174942,14.085844982247,,L6 district
Sweden,Skåne,Fågeltofta,,,SE,Skåne län,Tomelilla,55.6510714413641,14.0344802606195,,L6 district
Sweden,Skåne,Förslöv,,,SE,Skåne län,Båstad,56.3527925334608,12.822102593373,,L6 district
Sweden,Skåne,Genarp,,,SE,Skåne län,Lund,55.6033962444958,13.3986420480336,,L6 district
Sweden,Skåne,Gessie,,,SE,Skåne län,Vellinge,55.501495693765,12.9904309599482,,L6 district
Sweden,Skåne,Gislöv,,,SE,Skåne län,Trelleborg,55.3829464380161,13.2459565463836,,L6 district
Sweden,Skåne,Gladsax,,,SE,Skåne län,Simrishamn,55.5613672960359,14.2890622690751,,L6 district
Sweden,Skåne,Glemminge,,,SE,Skåne län,Ystad,55.4556853100349,14.0216478822211,,L6 district
Sweden,Skåne,Glimåkra,,,SE,Skåne län,Östra Göinge,56.3063594588815,14.143947539949,,L6 district
Sweden,Skåne,Glumslöv,,,SE,Skåne län,Landskrona,55.9420404316681,12.8113429248394,,L6 district
Sweden,Skåne,Grevie,,,SE,Skåne län,Båstad,56.3711517109148,12.7942541825759,,L6 district
Sweden,Skåne,Gryt,,,SE,Skåne län,Östra Göinge,56.2058434580147,14.0517260040343,,L6 district
Sweden,Skåne,Grönby,,,SE,Skåne län,Trelleborg,55.4433035843909,13.3579839843027,,L6 district
Sweden,Skåne,Gualöv,,,SE,Skåne län,Bromölla,56.0484682954821,14.4111918413243,,L6 district
Sweden,Skåne,Gudmuntorp,,,SE,Skåne län,Höör,55.8179838899855,13.4859364957798,,L6 district
Sweden,Skåne,Gumlösa,,,SE,Skåne län,Hässleholm,56.1740292254532,13.9742169134765,,L6 district
Sweden,Skåne,Gustav Adolf,,,SE,Skåne län,Kristianstad,56.0106988996697,14.2511542203151,,L6 district
Sweden,Skåne,Gylle,,,SE,Skåne län,Trelleborg,55.4088036289136,13.1997879917733,,L6 district
Sweden,Skåne,Gärdslöv,,,SE,Skåne län,Trelleborg,55.4645390216166,13.4332345593408,,L6 district
Sweden,Skåne,Gårdstånga,,,SE,Skåne län,Eslöv,55.7592981532269,13.3299423289894,,L6 district
Sweden,Skåne,Gödelöv,,,SE,Skåne län,Lund,55.6146552848845,13.4068740983984,,L6 district
Sweden,Skåne,Görslöv,,,SE,Skåne län,Staffanstorp,55.6290134134121,13.1453025215922,,L6 district
Sweden,Skåne,Hallaröd,,,SE,Skåne län,Höör,55.9774536375216,13.4503929172349,,L6 district
Sweden,Skåne,Halmstad,,,SE,Skåne län,Svalöv,55.9530724776428,13.0359865087455,,L6 district
Sweden,Skåne,Hammarlunda,,,SE,Skåne län,Eslöv,55.7371275411555,13.4404784543755,,L6 district
Sweden,Skåne,Hammarlöv,,,SE,Skåne län,Trelleborg,55.4134339761956,13.1378740440676,,L6 district
Sweden,Skåne,Hammenhög,,,SE,Skåne län,Simrishamn,55.5006155114794,14.1485214821803,,L6 district
Sweden,Skåne,Hannas,,,SE,Skåne län,Simrishamn,55.4897778075642,14.1012992604396,,L6 district
Sweden,Skåne,Hardeberga,,,SE,Skåne län,Lund,55.6980180452768,13.2960820984731,,L6 district
Sweden,Skåne,Harlösa,,,SE,Skåne län,Eslöv,55.72440818998,13.5299931869987,,L6 district
Sweden,Skåne,Hassle-Bösarp,,,SE,Skåne län,Skurup,55.4529556089423,13.527171764487,,L6 district
Sweden,Skåne,Hedeskoga,,,SE,Skåne län,Ystad,55.451091832837,13.8007155105742,,L6 district
Sweden,Skåne,Helsingborg,,Maria + Filborna + Gustav Adolf ,SE,Skåne län,Helsingborg,56.046315502108,12.6987885285852,Maria + Filborna + Gustav Adolf ,L6 district
Sweden,Skåne,Hemmesdynge,,,SE,Skåne län,Trelleborg,55.3704375836859,13.3572366761334,,L6 district
Sweden,Skåne,Hjärnarp,,,SE,Skåne län,Ängelholm,56.3216335697177,12.9116405216811,,L6 district
Sweden,Skåne,Hjärsås,,,SE,Skåne län,Östra Göinge,56.2068539481093,14.1523068090006,,L6 district
Sweden,Skåne,Hofterup,,,SE,Skåne län,Kävlinge,55.7843186923663,12.9785855268695,,L6 district
Sweden,Skåne,Holmby,,,SE,Skåne län,Eslöv,55.7471214823311,13.4031207957935,,L6 district
Sweden,Skåne,Hov,,,SE,Skåne län,Båstad,56.4359497868031,12.7307761929248,,L6 district
Sweden,Skåne,Huaröd,,,SE,Skåne län,Kristianstad,55.8389814750126,13.9721907734024,,L6 district
Sweden,Skåne,Hurva,,,SE,Skåne län,Eslöv,55.7985715105389,13.4419177884812,,L6 district
Sweden,Skåne,Hyby,,,SE,Skåne län,Svedala,55.5806193441374,13.2571393394024,,L6 district
Sweden,Skåne,Häglinge,,,SE,Skåne län,Hässleholm,55.9909630667821,13.7074653396369,,L6 district
Sweden,Skåne,Hällestad,,,SE,Skåne län,Lund,55.6777989072035,13.423026434367,,L6 district
Sweden,Skåne,Härslöv,,,SE,Skåne län,Landskrona,55.9328488893772,12.8759958913174,,L6 district
Sweden,Skåne,Hässleholm,,,SE,Skåne län,Hässleholm,56.1569119354987,13.7726458792124,,L6 district
Sweden,Skåne,Hässlunda,,,SE,Skåne län,Helsingborg,56.0278543331739,12.900136113791,,L6 district
Sweden,Skåne,Hästveda,,,SE,Skåne län,Hässleholm,56.280808127964,13.9517301976931,,L6 district
Sweden,Skåne,Håslöv,,,SE,Skåne län,Vellinge,55.4378614252641,13.0465021972504,,L6 district
Sweden,Skåne,Hög,,,SE,Skåne län,Kävlinge,55.7673446203622,13.0581970268505,,L6 district
Sweden,Skåne,Höganäs,,,SE,Skåne län,Höganäs,56.1995907297751,12.5610544669291,,L6 district
